dataset,band,test_idx,train_idx,jaccard8,flagged,test_label,train_label,sw_score,sw_identity,sw_coverage,sw_aln_len,len_test,len_train,homolog,homolog_strict,homolog_loose
human_nontata_promoters,j_lt_0p1,27415,20478,0.0041322312317788,0,0,1,204.0,0.4191419141914191,0.5059760956175299,303,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27327,3120,0.0041237114928662,0,0,0,170.0,0.4420289855072464,0.4860557768924303,276,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27171,18907,0.0,0,0,1,196.0,0.4545454545454545,0.5179282868525896,286,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27328,26285,0.0083160083740949,0,0,1,222.5,0.4724409448818897,0.4780876494023904,254,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27342,4249,0.0,0,0,0,138.0,0.4684684684684684,0.4143426294820717,222,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27322,23488,0.0042372881434857,0,0,1,227.5,0.4384057971014493,0.4820717131474104,276,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27176,26671,0.0,0,0,1,141.0,0.3862068965517241,0.446215139442231,290,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27106,13982,0.0041152262128889,0,0,1,216.5,0.4551495016611295,0.545816733067729,301,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27338,14616,0.0,0,0,1,139.5,0.4053030303030303,0.4262948207171315,264,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27147,21944,0.0021598271559923,0,0,1,200.5,0.4491228070175438,0.5099601593625498,285,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27254,20155,0.0020790020935237,0,0,1,221.5,0.4682539682539682,0.4701195219123506,252,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27188,26283,0.0024038462433964,0,0,1,124.5,0.4205607476635514,0.3585657370517928,214,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27427,6339,0.0,0,0,0,187.0,0.4119601328903654,0.4940239043824701,301,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27225,27046,0.0,0,0,1,187.5,0.4618320610687023,0.4820717131474104,262,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27136,13075,0.0107758622616529,0,0,1,248.0,0.52,0.5697211155378487,275,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27169,13218,0.0104602510109543,0,0,1,132.5,0.3842794759825327,0.350597609561753,229,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27294,418,0.0063694268465042,0,0,0,231.0,0.4463667820069204,0.5139442231075697,289,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27204,6875,0.0041322312317788,0,0,0,209.0,0.4135802469135802,0.5338645418326693,324,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27427,17342,0.0,0,0,1,260.0,0.4366666666666666,0.5219123505976095,300,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27127,13271,0.0,0,0,1,213.5,0.4654545454545454,0.5099601593625498,275,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27363,7378,0.0126315793022513,0,0,0,182.5,0.3562091503267974,0.4342629482071713,306,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27099,20590,0.0,0,0,1,227.0,0.451505016722408,0.5378486055776892,299,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27129,1283,0.0128205129876732,0,0,0,222.5,0.4773662551440329,0.4621513944223107,243,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27279,12294,0.0021008404437452,0,0,0,131.0,0.5391304347826087,0.247011952191235,115,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27261,16106,0.0062893079593777,0,0,1,188.5,0.4495798319327731,0.4262948207171315,238,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27253,23713,0.0104821799322962,0,0,1,252.0,0.4618055555555556,0.5298804780876494,288,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27191,23898,0.0,0,0,1,176.5,0.4204545454545454,0.4422310756972111,264,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27393,25894,0.0062500000931322,0,0,1,142.5,0.391304347826087,0.3585657370517928,230,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27123,11143,0.0,0,0,0,250.0,0.4965753424657534,0.5776892430278885,292,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27345,4780,0.0,0,0,0,136.5,0.379746835443038,0.4780876494023904,316,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27141,25318,0.0,0,0,1,189.5,0.4217687074829932,0.4940239043824701,294,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27212,9782,0.0,0,0,0,203.0,0.4473684210526316,0.4741035856573705,266,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27152,16120,0.0167014617472887,0,0,1,252.5,0.4392523364485981,0.5617529880478087,321,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27135,6455,0.0020703934133052,0,0,0,154.5,0.3707165109034268,0.4741035856573705,321,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27123,22581,0.0,0,0,1,166.0,0.4006968641114982,0.4581673306772908,287,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27217,2562,0.0103519670665264,0,0,0,210.5,0.4455128205128205,0.5537848605577689,312,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27389,8792,0.0,0,0,0,147.0,0.3733766233766233,0.4581673306772908,308,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27215,15375,0.0020790020935237,0,0,1,238.0,0.5017667844522968,0.5657370517928287,283,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27143,13906,0.0,0,0,1,194.0,0.445993031358885,0.5099601593625498,287,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27461,25016,0.0020576131064444,0,0,1,185.5,0.4429967426710097,0.5418326693227091,307,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27118,22632,0.0041493778117001,0,0,1,205.5,0.4756554307116105,0.5059760956175299,267,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27305,14845,0.0062893079593777,0,0,1,243.0,0.4924812030075188,0.5219123505976095,266,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27465,3795,0.0,0,0,0,167.0,0.3865248226950354,0.4342629482071713,282,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27159,12281,0.0062761506997048,0,0,0,249.0,0.4472843450479233,0.5577689243027888,313,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27455,4580,0.0,0,0,0,141.0,0.3962264150943396,0.4183266932270916,265,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27298,20679,0.0126582281664013,0,0,1,244.5,0.4505119453924914,0.5258964143426295,293,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27123,656,0.0,0,0,0,175.5,0.4344262295081967,0.4223107569721115,244,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27333,25637,0.0,0,0,1,174.5,0.4055944055944055,0.4621513944223107,286,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27202,24572,0.0061983470804989,0,0,1,200.5,0.4404332129963899,0.4860557768924303,277,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27117,22802,0.0,0,0,1,175.0,0.4402730375426621,0.5139442231075697,293,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27475,19872,0.0043859649449586,0,0,1,83.5,0.3376623376623376,0.3107569721115538,231,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27458,19562,0.0041928719729185,0,0,1,136.0,0.3990825688073394,0.3466135458167331,218,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27470,17194,0.0021929824724793,0,0,1,209.5,0.4604810996563573,0.5338645418326693,291,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27179,22852,0.0,0,0,1,143.0,0.3828382838283828,0.4621513944223107,303,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27297,8063,0.0020576131064444,0,0,0,123.5,0.3898916967509025,0.4302788844621514,277,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27403,15592,0.0,0,0,1,223.5,0.4718309859154929,0.5338645418326693,284,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27103,15780,0.0021097045391798,0,0,1,181.5,0.4549019607843137,0.4621513944223107,255,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27179,11382,0.0,0,0,0,182.0,0.4535315985130111,0.4860557768924303,269,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27410,3825,0.0021505376789718,0,0,0,149.5,0.4320987654320987,0.4183266932270916,243,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27205,5032,0.0061983470804989,0,0,0,168.0,0.4379310344827586,0.5059760956175299,290,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27414,8820,0.0,0,0,0,223.5,0.4368600682593856,0.5099601593625498,293,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27195,21182,0.004524887073785,0,0,1,192.0,0.4421052631578947,0.50199203187251,285,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27176,1908,0.0,0,0,0,164.0,0.4469026548672566,0.4023904382470119,226,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27354,2322,0.0062240664847195,0,0,0,186.5,0.4384615384615384,0.4541832669322709,260,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27453,13485,0.0,0,0,1,81.5,0.4,0.2629482071713147,165,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27435,15627,0.0063829785212874,0,0,1,179.0,0.4948453608247423,0.3824701195219123,194,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27097,5474,0.0020533881615847,0,0,0,180.0,0.3903345724907063,0.4183266932270916,269,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27115,23646,0.0041152262128889,0,0,1,166.0,0.3721804511278195,0.3944223107569721,266,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27301,3371,0.0041322312317788,0,0,0,185.0,0.4359861591695502,0.50199203187251,289,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27222,10360,0.008385743945837,0,0,0,242.5,0.4483985765124555,0.50199203187251,281,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27142,5197,0.0021008404437452,0,0,0,220.0,0.419672131147541,0.5099601593625498,305,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27338,6154,0.0041407868266105,0,0,0,153.0,0.3695652173913043,0.3386454183266932,230,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27353,3347,0.0020618557464331,0,0,0,238.0,0.4356435643564356,0.5258964143426295,303,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27107,17545,0.0105932205915451,0,0,1,197.5,0.3670886075949367,0.4621513944223107,316,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27344,1962,0.0167364012449979,0,0,0,269.5,0.4980694980694981,0.5139442231075697,259,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27270,13162,0.0,0,0,1,172.0,0.3688212927756654,0.3864541832669322,263,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27114,3004,0.0020661156158894,0,0,0,139.5,0.4128787878787879,0.4342629482071713,264,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27215,21740,0.0020576131064444,0,0,1,223.0,0.4596491228070175,0.5219123505976095,285,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27138,12126,0.0,0,0,0,205.5,0.41,0.4900398406374502,300,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27097,25671,0.0,0,0,1,219.5,0.4432989690721649,0.5139442231075697,291,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27495,3847,0.0,0,0,0,218.0,0.4507936507936508,0.5657370517928287,315,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27137,20022,0.0083682006224989,0,0,1,205.0,0.4532374100719424,0.50199203187251,278,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27444,15576,0.0020703934133052,0,0,1,190.5,0.4141414141414141,0.4900398406374502,297,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27282,7554,0.0020920501556247,0,0,0,224.5,0.4412811387900356,0.4940239043824701,281,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27341,12236,0.0083682006224989,0,0,0,266.5,0.503448275862069,0.5816733067729084,290,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27474,8544,0.0042283297516405,0,0,0,160.0,0.4366197183098591,0.3705179282868526,213,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27154,14109,0.0020703934133052,0,0,1,168.5,0.4036363636363636,0.4422310756972111,275,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27232,14912,0.0,0,0,1,235.0,0.4748201438848921,0.5258964143426295,278,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27239,24689,0.0020703934133052,0,0,1,201.5,0.4440433212996389,0.4900398406374502,277,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27228,15850,0.0041580041870474,0,0,1,254.5,0.4945454545454545,0.5418326693227091,275,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27270,11821,0.0041322312317788,0,0,0,183.0,0.4024024024024024,0.5338645418326693,333,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27330,22967,0.0041753654368221,0,0,1,209.0,0.4809160305343511,0.50199203187251,262,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27490,13490,0.0,0,0,1,185.5,0.4839857651245551,0.5418326693227091,281,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27471,22380,0.0090909088030457,0,0,1,214.5,0.3780487804878049,0.4940239043824701,328,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27336,2016,0.0104166669771075,0,0,0,149.0,0.436734693877551,0.4262948207171315,245,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27278,12638,0.0063025210984051,0,0,1,214.0,0.4416058394160584,0.4820717131474104,274,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27391,4572,0.0021739129442721,0,0,0,175.5,0.4188679245283019,0.4422310756972111,265,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27192,356,0.0042194090783596,0,0,0,233.5,0.4671052631578947,0.5657370517928287,304,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27402,24579,0.0087527353316545,0,0,1,165.5,0.4175438596491228,0.4741035856573705,285,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27469,19159,0.0041237114928662,0,0,1,185.0,0.4090909090909091,0.50199203187251,308,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27200,11605,0.0,0,0,0,155.5,0.4193548387096774,0.4661354581673306,279,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27383,5021,0.0041152262128889,0,0,0,171.0,0.4006849315068493,0.4661354581673306,292,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27397,3260,0.0103519670665264,0,0,0,185.5,0.4066666666666667,0.4860557768924303,300,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27249,20538,0.0042016808874905,0,0,1,249.0,0.4397394136807817,0.5378486055776892,307,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27426,18750,0.0020964359864592,0,0,1,249.0,0.5,0.5697211155378487,286,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27161,22423,0.0,0,0,1,80.5,0.3714285714285714,0.2589641434262948,175,251,251,0,0,0
