dataset,band,test_idx,train_idx,jaccard8,flagged,test_label,train_label,sw_score,sw_identity,sw_coverage,sw_aln_len,len_test,len_train,homolog,homolog_strict,homolog_loose
human_nontata_promoters,j_lt_0p1,27470,6122,0.0,0,0,0,173.0,0.4140625,0.42231075697211157,256,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27154,2360,0.0021413275972008705,0,0,0,199.0,0.43050847457627117,0.5059760956175299,295,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27476,1105,0.0,0,0,0,182.5,0.44482758620689655,0.5139442231075697,290,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27149,26676,0.0,0,0,1,167.5,0.47465437788018433,0.4103585657370518,217,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27210,1048,0.0,0,0,0,179.5,0.38175675675675674,0.450199203187251,296,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27447,25026,0.008752735331654549,0,0,1,231.0,0.4174454828660436,0.5338645418326693,321,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27208,22030,0.015021459199488163,0,0,1,286.0,0.475177304964539,0.5338645418326693,282,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27240,20693,0.012684989720582962,0,0,1,175.5,0.38562091503267976,0.4701195219123506,306,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27229,5645,0.0,0,0,0,102.0,0.4032258064516129,0.398406374501992,248,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27469,25881,0.0062761506997048855,0,0,1,218.0,0.41009463722397477,0.5179282868525896,317,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27286,26512,0.0020703934133052826,0,0,1,175.0,0.4270833333333333,0.4900398406374502,288,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27131,22808,0.0021052630618214607,0,0,1,212.5,0.46613545816733065,0.46613545816733065,251,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27164,1137,0.010548523627221584,0,0,0,202.0,0.4265232974910394,0.47410358565737054,279,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27146,937,0.006224066484719515,0,0,0,209.5,0.4243421052631579,0.5139442231075697,304,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27302,23839,0.0,0,0,1,208.5,0.46779661016949153,0.549800796812749,295,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27396,14838,0.02298850566148758,0,0,1,317.0,0.4563758389261745,0.5418326693227091,298,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27211,22281,0.006342494860291481,0,0,1,165.5,0.3723076923076923,0.4820717131474104,325,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27340,25969,0.008602150715887547,0,0,1,270.0,0.48322147651006714,0.5737051792828686,298,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27283,15116,0.004175365436822176,0,0,1,249.0,0.4666666666666667,0.5298804780876494,285,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27410,22630,0.0,0,0,1,182.5,0.41254125412541254,0.49800796812749004,303,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27455,19291,0.0,0,0,1,143.5,0.39344262295081966,0.47808764940239046,305,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27136,11548,0.008510638028383255,0,0,0,213.0,0.4740484429065744,0.545816733067729,289,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27177,24404,0.012631579302251339,0,0,1,308.5,0.4782608695652174,0.5697211155378487,299,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27105,17639,0.006211180239915848,0,0,1,246.0,0.4689655172413793,0.5418326693227091,290,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27425,5873,0.0020833334419876337,0,0,0,114.0,0.3795620437956204,0.41434262948207173,274,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27300,15541,0.0,0,0,1,189.5,0.3972602739726027,0.46215139442231074,292,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27370,1580,0.006185567006468773,0,0,0,162.0,0.41935483870967744,0.46613545816733065,279,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27415,20518,0.006329114083200693,0,0,1,187.5,0.3979933110367893,0.47410358565737054,299,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27457,21264,0.0064239827916026115,0,0,1,234.0,0.4299363057324841,0.5378486055776892,314,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27456,24247,0.0020790020935237408,0,0,1,214.0,0.42996742671009774,0.5258964143426295,307,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27400,1294,0.0,0,0,0,216.0,0.4178082191780822,0.4860557768924303,292,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27351,6624,0.002053388161584735,0,0,0,143.5,0.36303630363036304,0.43824701195219123,303,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27349,22014,0.0,0,0,1,201.5,0.43389830508474575,0.5099601593625498,295,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27372,18058,0.006211180239915848,0,0,1,199.0,0.4265232974910394,0.47410358565737054,279,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27362,25832,0.0,0,0,1,183.5,0.42955326460481097,0.49800796812749004,291,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27316,6784,0.0,0,0,0,142.0,0.41947565543071164,0.44621513944223107,267,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27429,14997,0.0,0,0,1,219.0,0.43223443223443225,0.4701195219123506,273,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27168,16295,0.0,0,0,1,175.5,0.42448979591836733,0.41434262948207173,245,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27292,20504,0.002123142359778285,0,0,1,209.5,0.45454545454545453,0.5378486055776892,297,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27305,3569,0.00626304792240262,0,0,0,127.5,0.43478260869565216,0.398406374501992,230,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27193,318,0.0,0,0,0,156.5,0.36363636363636365,0.47808764940239046,330,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27146,12355,0.0,0,0,1,238.0,0.43661971830985913,0.4940239043824701,284,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27234,21734,0.0,0,0,1,96.0,0.3463035019455253,0.3545816733067729,257,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27175,1131,0.013100436888635159,0,0,0,213.0,0.48986486486486486,0.5776892430278885,296,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27204,20864,0.002053388161584735,0,0,1,237.0,0.42560553633217996,0.4900398406374502,289,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27484,19021,0.017130620777606964,0,0,1,247.0,0.4794007490636704,0.5099601593625498,267,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27407,6823,0.0,0,0,0,159.5,0.423728813559322,0.49800796812749004,295,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27272,26668,0.00206611561588943,0,0,1,221.5,0.4674329501915709,0.4860557768924303,261,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27363,20948,0.004123711492866278,0,0,1,198.5,0.39747634069400634,0.50199203187251,317,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27453,8236,0.0,0,0,0,106.0,0.33933933933933935,0.450199203187251,333,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27487,17866,0.0,0,0,1,196.5,0.4471830985915493,0.5059760956175299,284,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27486,26944,0.0,0,0,1,205.0,0.45936395759717313,0.5179282868525896,283,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27120,9111,0.002087682718411088,0,0,0,215.5,0.4664429530201342,0.5537848605577689,298,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27412,22384,0.0,0,0,1,134.5,0.37037037037037035,0.43824701195219123,297,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27436,21834,0.0,0,0,1,224.0,0.4057507987220447,0.5059760956175299,313,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27405,13717,0.0021691974252462387,0,0,1,223.0,0.48,0.5258964143426295,275,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27415,20478,0.00413223123177886,0,0,1,204.0,0.41914191419141916,0.5059760956175299,303,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27327,3120,0.004123711492866278,0,0,0,170.0,0.4420289855072464,0.4860557768924303,276,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27171,18907,0.0,0,0,1,196.0,0.45454545454545453,0.5179282868525896,286,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27328,26285,0.008316008374094963,0,0,1,222.5,0.47244094488188976,0.47808764940239046,254,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27342,4249,0.0,0,0,0,138.0,0.46846846846846846,0.41434262948207173,222,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27322,23488,0.0042372881434857845,0,0,1,227.5,0.4384057971014493,0.4820717131474104,276,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27176,26671,0.0,0,0,1,141.0,0.38620689655172413,0.44621513944223107,290,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27106,13982,0.004115226212888956,0,0,1,216.5,0.45514950166112955,0.545816733067729,301,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27338,14616,0.0,0,0,1,139.5,0.4053030303030303,0.4262948207171315,264,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27147,21944,0.0021598271559923887,0,0,1,200.5,0.44912280701754387,0.5099601593625498,285,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27254,20155,0.0020790020935237408,0,0,1,221.5,0.46825396825396826,0.4701195219123506,252,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27188,26283,0.0024038462433964014,0,0,1,124.5,0.4205607476635514,0.35856573705179284,214,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27427,6339,0.0,0,0,0,187.0,0.4119601328903654,0.4940239043824701,301,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27225,27046,0.0,0,0,1,187.5,0.4618320610687023,0.4820717131474104,262,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27136,13075,0.010775862261652946,0,0,1,248.0,0.52,0.5697211155378487,275,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27169,13218,0.01046025101095438,0,0,1,132.5,0.38427947598253276,0.350597609561753,229,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27294,418,0.006369426846504211,0,0,0,231.0,0.4463667820069204,0.5139442231075697,289,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27204,6875,0.00413223123177886,0,0,0,209.0,0.41358024691358025,0.5338645418326693,324,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27427,17342,0.0,0,0,1,260.0,0.43666666666666665,0.5219123505976095,300,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27127,13271,0.0,0,0,1,213.5,0.46545454545454545,0.5099601593625498,275,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27363,7378,0.012631579302251339,0,0,0,182.5,0.3562091503267974,0.4342629482071713,306,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27099,20590,0.0,0,0,1,227.0,0.451505016722408,0.5378486055776892,299,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27129,1283,0.012820512987673283,0,0,0,222.5,0.4773662551440329,0.46215139442231074,243,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27279,12294,0.0021008404437452555,0,0,0,131.0,0.5391304347826087,0.24701195219123506,115,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27261,16106,0.006289307959377766,0,0,1,188.5,0.4495798319327731,0.4262948207171315,238,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27253,23713,0.010482179932296276,0,0,1,252.0,0.4618055555555556,0.5298804780876494,288,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27191,23898,0.0,0,0,1,176.5,0.42045454545454547,0.44223107569721115,264,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27393,25894,0.0062500000931322575,0,0,1,142.5,0.391304347826087,0.35856573705179284,230,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27123,11143,0.0,0,0,0,250.0,0.4965753424657534,0.5776892430278885,292,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27345,4780,0.0,0,0,0,136.5,0.379746835443038,0.47808764940239046,316,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27141,25318,0.0,0,0,1,189.5,0.4217687074829932,0.4940239043824701,294,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27212,9782,0.0,0,0,0,203.0,0.4473684210526316,0.47410358565737054,266,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27152,16120,0.016701461747288704,0,0,1,252.5,0.4392523364485981,0.5617529880478087,321,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27135,6455,0.0020703934133052826,0,0,0,154.5,0.3707165109034268,0.47410358565737054,321,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27123,22581,0.0,0,0,1,166.0,0.40069686411149824,0.4581673306772908,287,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27217,2562,0.010351967066526413,0,0,0,210.5,0.44551282051282054,0.5537848605577689,312,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27389,8792,0.0,0,0,0,147.0,0.37337662337662336,0.4581673306772908,308,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27215,15375,0.0020790020935237408,0,0,1,238.0,0.5017667844522968,0.5657370517928287,283,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27143,13906,0.0,0,0,1,194.0,0.445993031358885,0.5099601593625498,287,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27461,25016,0.002057613106444478,0,0,1,185.5,0.44299674267100975,0.5418326693227091,307,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27118,22632,0.004149377811700106,0,0,1,205.5,0.4756554307116105,0.5059760956175299,267,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27305,14845,0.006289307959377766,0,0,1,243.0,0.4924812030075188,0.5219123505976095,266,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27465,3795,0.0,0,0,0,167.0,0.38652482269503546,0.4342629482071713,282,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27159,12281,0.0062761506997048855,0,0,0,249.0,0.4472843450479233,0.5577689243027888,313,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27455,4580,0.0,0,0,0,141.0,0.39622641509433965,0.41832669322709165,265,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27298,20679,0.012658228166401386,0,0,1,244.5,0.45051194539249145,0.5258964143426295,293,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27123,656,0.0,0,0,0,175.5,0.4344262295081967,0.42231075697211157,244,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27333,25637,0.0,0,0,1,174.5,0.40559440559440557,0.46215139442231074,286,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27202,24572,0.006198347080498934,0,0,1,200.5,0.4404332129963899,0.4860557768924303,277,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27117,22802,0.0,0,0,1,175.0,0.4402730375426621,0.5139442231075697,293,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27475,19872,0.004385964944958687,0,0,1,83.5,0.33766233766233766,0.3107569721115538,231,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27458,19562,0.0041928719729185104,0,0,1,136.0,0.39908256880733944,0.3466135458167331,218,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27470,17194,0.0021929824724793434,0,0,1,209.5,0.46048109965635736,0.5338645418326693,291,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27179,22852,0.0,0,0,1,143.0,0.38283828382838286,0.46215139442231074,303,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27297,8063,0.002057613106444478,0,0,0,123.5,0.3898916967509025,0.4302788844621514,277,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27403,15592,0.0,0,0,1,223.5,0.47183098591549294,0.5338645418326693,284,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27103,15780,0.002109704539179802,0,0,1,181.5,0.4549019607843137,0.46215139442231074,255,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27179,11382,0.0,0,0,0,182.0,0.45353159851301117,0.4860557768924303,269,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27410,3825,0.0021505376789718866,0,0,0,149.5,0.43209876543209874,0.41832669322709165,243,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27205,5032,0.006198347080498934,0,0,0,168.0,0.4379310344827586,0.5059760956175299,290,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27414,8820,0.0,0,0,0,223.5,0.43686006825938567,0.5099601593625498,293,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27195,21182,0.004524887073785067,0,0,1,192.0,0.4421052631578947,0.50199203187251,285,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27176,1908,0.0,0,0,0,164.0,0.4469026548672566,0.40239043824701193,226,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27354,2322,0.006224066484719515,0,0,0,186.5,0.43846153846153846,0.4541832669322709,260,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27453,13485,0.0,0,0,1,81.5,0.4,0.26294820717131473,165,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27435,15627,0.006382978521287441,0,0,1,179.0,0.4948453608247423,0.38247011952191234,194,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27097,5474,0.002053388161584735,0,0,0,180.0,0.3903345724907063,0.41832669322709165,269,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27115,23646,0.004115226212888956,0,0,1,166.0,0.37218045112781956,0.3944223107569721,266,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27301,3371,0.00413223123177886,0,0,0,185.0,0.4359861591695502,0.50199203187251,289,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27222,10360,0.008385743945837021,0,0,0,242.5,0.4483985765124555,0.50199203187251,281,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27142,5197,0.0021008404437452555,0,0,0,220.0,0.419672131147541,0.5099601593625498,305,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27338,6154,0.004140786826610565,0,0,0,153.0,0.3695652173913043,0.3386454183266932,230,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27353,3347,0.002061855746433139,0,0,0,238.0,0.43564356435643564,0.5258964143426295,303,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27107,17545,0.010593220591545105,0,0,1,197.5,0.3670886075949367,0.46215139442231074,316,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27344,1962,0.016736401244997978,0,0,0,269.5,0.4980694980694981,0.5139442231075697,259,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27270,13162,0.0,0,0,1,172.0,0.3688212927756654,0.38645418326693226,263,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27114,3004,0.00206611561588943,0,0,0,139.5,0.4128787878787879,0.4342629482071713,264,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27215,21740,0.002057613106444478,0,0,1,223.0,0.45964912280701753,0.5219123505976095,285,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27138,12126,0.0,0,0,0,205.5,0.41,0.4900398406374502,300,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27097,25671,0.0,0,0,1,219.5,0.44329896907216493,0.5139442231075697,291,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27495,3847,0.0,0,0,0,218.0,0.4507936507936508,0.5657370517928287,315,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27137,20022,0.008368200622498989,0,0,1,205.0,0.45323741007194246,0.50199203187251,278,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27444,15576,0.0020703934133052826,0,0,1,190.5,0.41414141414141414,0.4900398406374502,297,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27282,7554,0.0020920501556247473,0,0,0,224.5,0.4412811387900356,0.4940239043824701,281,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27341,12236,0.008368200622498989,0,0,0,266.5,0.503448275862069,0.5816733067729084,290,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27474,8544,0.004228329751640558,0,0,0,160.0,0.43661971830985913,0.3705179282868526,213,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27154,14109,0.0020703934133052826,0,0,1,168.5,0.4036363636363636,0.44223107569721115,275,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27232,14912,0.0,0,0,1,235.0,0.4748201438848921,0.5258964143426295,278,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27239,24689,0.0020703934133052826,0,0,1,201.5,0.44404332129963897,0.4900398406374502,277,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27228,15850,0.0041580041870474815,0,0,1,254.5,0.49454545454545457,0.5418326693227091,275,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27270,11821,0.00413223123177886,0,0,0,183.0,0.4024024024024024,0.5338645418326693,333,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27330,22967,0.004175365436822176,0,0,1,209.0,0.48091603053435117,0.50199203187251,262,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27490,13490,0.0,0,0,1,185.5,0.48398576512455516,0.5418326693227091,281,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27471,22380,0.00909090880304575,0,0,1,214.5,0.3780487804878049,0.4940239043824701,328,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27336,2016,0.010416666977107525,0,0,0,149.0,0.43673469387755104,0.4262948207171315,245,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27278,12638,0.006302521098405123,0,0,1,214.0,0.4416058394160584,0.4820717131474104,274,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27391,4572,0.0021739129442721605,0,0,0,175.5,0.4188679245283019,0.44223107569721115,265,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27192,356,0.004219409078359604,0,0,0,233.5,0.46710526315789475,0.5657370517928287,304,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27402,24579,0.008752735331654549,0,0,1,165.5,0.41754385964912283,0.47410358565737054,285,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27469,19159,0.004123711492866278,0,0,1,185.0,0.4090909090909091,0.50199203187251,308,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27200,11605,0.0,0,0,0,155.5,0.41935483870967744,0.46613545816733065,279,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27383,5021,0.004115226212888956,0,0,0,171.0,0.4006849315068493,0.46613545816733065,292,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27397,3260,0.010351967066526413,0,0,0,185.5,0.4066666666666667,0.4860557768924303,300,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27249,20538,0.004201680887490511,0,0,1,249.0,0.43973941368078173,0.5378486055776892,307,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27426,18750,0.0020964359864592552,0,0,1,249.0,0.5,0.5697211155378487,286,251,251,0,0,0
human_nontata_promoters,j_lt_0p1,27161,22423,0.0,0,0,1,80.5,0.37142857142857144,0.2589641434262948,175,251,251,0,0,0
